transaction_amount;hour_of_day;is_weekend;num_items;customer_age;prev_transactions;distance_from_home;device_type;network_quality;is_first_transaction;store_type;velocity_score;is_fraud
94,02;3;0;0;32;1;52,92;1;50,42;0;1;5,48;0
97,44;3;0;2;54;0;2,39;2;50,48;0;0;0,0;0
99,48;2;0;3;45;3;2,95;0;57,44;0;0;5,24;0
69,72;2;0;1;54;2;68,23;0;44,05;0;0;4,41;0
48,5;1;0;3;30;7;68,23;0;56,32;0;0;3,42;0
207,11;2;0;3;55;4;36,97;0;35,82;0;0;9,52;0
63,1;2;0;1;33;4;34,88;1;87,6;0;0;5,91;0
104,9;2;0;7;45;4;51,59;2;87,05;0;0;2,03;0
148,68;3;0;2;30;8;0,66;0;48,58;0;0;3,19;0
59,19;1;0;3;18;2;17,32;2;97,28;0;0;7,9;0
170,93;1;1;0;38;5;10,71;0;80,02;0;1;1,92;1
112,47;3;0;0;35;1;17,32;0;89,11;0;0;4,75;0
88,47;2;0;2;35;4;17,32;2;97,91;1;1;6,47;0
133,18;2;0;1;64;1;15,82;0;81,66;0;0;4,99;0
83,88;2;0;2;21;2;3,26;0;100,0;0;0;4,99;0
148,76;2;0;5;67;3;5,64;0;84,06;0;0;3,96;0
109,52;3;0;3;51;3;0,37;0;24,4;0;0;4,76;0
156,98;1;0;2;35;5;31,63;2;47,29;0;1;5,45;0
99,48;2;0;2;35;7;17,32;0;93,79;0;0;2,87;0
142,64;2;0;4;46;0;28,36;0;71,88;0;0;4,99;0
81,41;1;0;3;26;0;1,02;2;93,44;0;0;5,06;0
40,84;2;1;2;35;3;2,72;0;85,07;0;0;3,71;0
20,94;2;0;3;32;0;10,84;0;82,91;0;0;1,61;0
104,99;1;0;2;39;0;17,32;1;78,33;0;1;4,99;0
156,87;2;0;6;34;2;6,66;0;85,2;0;1;5,83;0
99,48;1;1;3;18;2;17,32;2;75,85;0;0;3,54;0
94,98;2;0;2;35;3;2,51;2;81,7;0;0;4,02;0
207,2;3;1;3;46;0;37,0;1;78,08;0;0;4,99;0
32,12;2;0;5;39;1;30,76;1;34,78;0;0;4,45;0
137,21;3;0;3;34;0;17,32;0;76,52;0;0;4,99;0
123,45;2;0;5;53;3;5,8;0;76,08;0;0;6,82;0
95,95;1;0;2;47;13;27,51;2;82,28;0;1;6,03;0
99,48;1;0;4;35;10;24,94;0;87,31;0;1;5,58;1
136,6;2;0;3;37;3;0,74;0;88,02;0;1;5,18;0
7,99;2;0;2;38;0;35,09;1;78,8;1;0;5,46;0
156,3;3;1;5;18;1;19,5;2;100,0;0;0;7,82;0
119,69;1;0;3;18;5;24,84;0;70,16;0;0;1,36;0
149,19;3;0;6;42;3;15,54;0;94,58;0;0;3,87;0
95,16;2;0;1;18;0;15,96;0;70,55;0;1;7,28;0
166,85;2;0;4;44;13;52,08;0;77,93;0;0;3,11;0
153,51;1;0;2;41;7;27,83;0;69,87;0;0;0,94;1
129,1;2;0;1;27;1;0,09;0;78,72;0;0;5,39;1
70,16;2;0;4;36;0;9,88;0;82,85;0;0;6,38;0
99,48;3;0;1;22;5;17,32;1;74,37;0;1;3,86;0
130,64;2;0;1;39;3;10,09;0;82,1;0;0;5,68;1
110,25;2;0;2;65;1;19,35;2;82,07;0;1;2,4;0
104,11;2;0;1;21;13;2,68;1;71,61;0;1;5,87;0
74,79;2;0;2;18;8;10,25;0;59,39;0;0;7,79;0
148,1;2;0;5;49;0;6,03;1;93,17;0;1;4,35;0
109,0;2;0;0;35;4;5,4;0;100,0;0;1;2,01;0
66,42;3;0;4;18;7;3,32;2;66,98;0;0;7,19;0
66,11;2;0;2;47;6;17,32;1;91,74;0;1;4,99;0
12,62;2;0;1;35;3;10,66;2;59,51;0;0;5,71;0
60,84;2;0;3;34;1;11,33;0;64,25;0;0;4,21;0
96,02;2;0;4;52;13;17,32;2;66,3;0;0;3,03;0
54,56;2;0;1;29;3;17,87;1;98,55;0;0;6,02;0
208,5;3;0;5;25;1;46,78;0;94,19;0;0;5,23;0
214,6;2;0;1;18;3;68,23;0;62,96;0;1;4,12;0
108,99;3;0;3;35;0;17,33;0;75,31;0;0;7,0;0
65,69;3;0;1;18;5;52,97;0;47,06;0;0;5,1;0
129,53;3;0;2;44;0;43,47;1;91,04;0;0;4,56;1
104,67;2;0;2;31;1;17,32;1;55,08;0;1;7,12;0
219,58;2;0;6;35;13;60,66;1;54,95;0;0;4,99;0
141,3;1;0;3;18;3;21,5;0;86,19;0;0;5,9;0
179,72;2;0;2;18;9;23,32;2;75,13;1;0;3,82;0
61,27;2;0;5;51;2;17,32;1;75,81;0;1;7,9;1
144,48;3;0;2;36;2;18,53;1;66,69;0;0;4,99;0
110,87;3;0;3;33;7;10,63;0;95,14;0;1;4,54;0
12,89;2;0;1;35;1;13,18;1;94,93;1;0;4,38;0
121,05;2;0;4;33;0;3,96;0;85,21;0;1;3,99;0
107,9;3;0;1;52;0;68,23;1;94,28;0;0;6,16;0
106,87;3;0;6;29;3;7,26;1;77,96;0;0;4,71;0
79,66;2;0;2;35;5;1,84;0;78,78;0;0;3,96;0
23,42;2;0;5;21;3;21,02;1;100,0;0;0;4,92;0
116,08;3;0;3;46;0;40,11;0;69,75;0;0;4,7;0
108,47;2;0;3;24;4;0,98;2;58,13;0;0;6,22;0
110,42;1;0;0;36;7;1,94;1;95,83;0;0;7,24;0
70,97;1;0;2;35;3;25,99;1;91,41;0;1;4,93;0
185,53;2;0;7;49;1;58,95;1;83,68;0;0;5,81;0
38,19;2;1;3;34;9;17,32;0;100,0;0;0;4,99;0
40,27;2;0;1;33;4;68,23;2;76,58;0;0;6,09;1
92,0;2;0;2;24;0;1,07;0;69,54;0;0;6,18;0
112,81;2;0;3;54;4;29,92;2;75,31;0;0;5,88;0
118,77;1;1;3;60;3;16,24;1;63,43;0;0;5,1;0
80,14;3;1;3;75;0;58,56;0;100,0;0;0;0,0;0
163,13;3;0;2;41;0;11,26;0;75,31;1;1;4,67;0
27,74;2;0;3;35;3;53,58;0;82,41;0;0;7,14;0
52,5;1;0;4;46;2;42,72;0;100,0;0;0;4,14;0
99,48;2;0;4;35;3;4,5;1;100,0;0;0;5,03;0
148,19;3;0;4;37;0;6,18;0;66,0;0;0;4,99;1
86,57;2;0;4;58;7;31,85;0;75,31;0;0;5,52;0
152,0;3;0;5;37;8;5,26;0;80,62;0;0;2,12;1
92,09;3;0;3;52;3;18,42;1;56,79;0;0;5,75;0
98,04;2;0;3;35;4;9,25;1;98,46;0;0;5,56;0
73,77;2;0;3;28;2;16,92;1;52,33;0;0;7,97;0
142,99;2;0;2;42;3;54,12;0;74,22;0;0;4,99;0
66,15;3;0;4;24;0;64,96;0;100,0;0;1;8,02;0
96,84;3;0;4;28;9;30,52;2;84,44;0;1;3,67;0
29,19;2;0;3;19;1;8,26;0;75,31;1;1;6,16;1
80,41;3;0;6;35;8;3,32;1;64,66;0;0;8,77;0
99,48;2;0;6;41;11;5,86;0;76,44;0;0;6,29;0
132,83;2;0;1;25;3;3,99;0;100,0;0;0;4,84;0
47,08;2;0;7;47;5;12,42;1;67,07;0;1;6,08;0
81,65;3;0;3;67;2;11,99;0;51,75;0;0;3,24;0
104,31;2;0;2;37;6;29,77;0;67,33;0;0;4,99;0
78,13;2;0;1;35;5;4,81;0;74,34;1;0;4,45;0
99,48;3;0;3;27;3;49,73;0;63,78;0;1;7,04;0
123,5;2;0;3;21;4;16,81;0;100,0;0;0;7,21;0
122,23;3;0;2;51;5;2,16;0;100,0;0;0;4,24;0
104,21;2;0;7;42;1;46,48;0;93,01;0;0;5,62;0
56,81;3;0;3;35;6;21,88;1;32,49;0;0;6,55;0
123,81;3;0;4;41;1;20,49;1;37,24;0;0;6,8;0
1,0;3;0;1;18;9;2,15;0;100,0;0;0;6,52;0
93,03;2;0;7;29;8;50,42;0;44,7;0;0;6,91;0
13,71;1;0;1;35;2;17,64;0;61,23;0;0;5,07;0
73,36;2;0;2;29;0;13,63;0;97,46;0;0;6,16;0
43,72;2;0;2;48;1;44,6;1;73,36;0;0;8,65;0
93,74;2;0;1;40;9;16,49;0;26,4;0;0;5,24;0
147,57;2;1;3;52;1;5,93;0;68,42;0;0;4,82;0
181,43;3;0;2;53;0;8,65;1;93,3;0;1;7,31;0
103,61;3;1;4;44;1;30,42;2;30,01;0;0;3,55;0
169,96;3;0;0;21;1;24,59;1;77,59;0;0;4,08;0
99,48;2;0;1;35;4;1,24;1;71,27;0;0;7,77;0
85,84;2;0;1;18;9;10,41;1;84,54;0;0;5,16;1
58,62;3;0;1;24;2;26,35;1;40,69;0;0;1,9;1
46,49;2;0;2;21;0;2,69;1;75,31;0;0;4,11;0
143,73;1;0;2;32;3;17,32;0;100,0;0;0;7,49;0
99,48;2;0;3;35;8;5,97;0;69,03;0;1;7,5;0
46,39;1;0;3;28;6;14,73;1;63,25;0;0;2,86;1
97,01;3;0;2;38;3;33,86;0;100,0;0;0;4,6;0
99,48;2;0;3;18;1;53,38;0;64,77;0;0;6,24;0
128,45;2;0;2;39;3;17,32;1;75,31;0;0;5,03;0
138,87;1;0;2;27;1;17,32;0;84,69;0;0;8,05;0
124,6;2;0;5;64;7;3,95;0;92,47;0;0;4,2;1
176,52;2;1;0;34;3;23,92;0;63,46;0;0;5,35;1
106,21;2;0;1;41;7;22,65;0;69,42;0;0;4,27;0
100,07;2;0;3;33;3;25,5;2;50,37;0;0;5,58;0
68,07;2;0;2;35;0;17,32;0;79,22;0;1;5,63;0
139,53;3;0;4;18;13;17,32;1;43,91;0;0;4,9;1
81,93;1;0;3;26;8;33,58;0;84,25;0;0;2,96;0
160,42;2;0;7;22;2;13,57;0;75,58;1;1;3,25;0
47,04;3;0;6;58;3;16,87;2;80,68;0;0;4,99;0
161,79;2;1;2;21;4;68,23;1;92,84;1;0;4,99;0
99,48;3;0;2;59;0;6,93;2;100,0;0;0;4,99;0
84,13;1;0;1;28;1;7,26;0;88,48;0;0;4,99;0
88,53;2;0;3;35;1;17,58;0;100,0;0;0;6,74;0
105,67;3;0;1;40;5;6,46;0;81,03;0;0;3,57;0
77,33;3;0;5;41;8;25,52;2;43,09;0;1;6,55;0
99,48;3;0;1;34;0;19,21;1;58,93;1;0;4,67;1
89,82;3;0;3;18;0;8,53;1;44,92;1;0;4,99;0
41,9;3;0;4;24;0;35,44;1;54,53;0;0;5,71;0
99,48;3;0;3;19;6;9,88;0;100,0;0;0;6,48;0
87,1;3;0;3;42;8;3,54;1;45,28;0;0;4,01;0
131,11;1;0;6;27;2;18,65;1;63,01;0;0;5,54;0
127,89;2;0;3;26;3;17,95;2;96,65;1;0;4,67;0
90,31;2;0;3;61;4;65,7;0;100,0;0;0;5,15;0
96,36;2;0;4;57;0;13,04;1;86,54;0;1;0,26;0
165,18;2;0;2;35;8;3,36;0;64,69;0;0;5,22;0
36,32;3;0;0;18;2;68,23;0;89,46;0;0;6,16;0
75,6;2;0;5;29;3;68,23;0;77,0;0;0;3,98;0
149,88;2;0;1;24;13;9,21;0;61,05;0;1;5,17;0
163,88;3;0;5;27;1;30,94;0;70,87;1;1;0,72;1
59,62;2;0;4;26;6;59,83;1;59,89;1;0;7,62;0
143,62;1;0;2;23;3;4,79;0;100,0;0;0;7,15;0
74,2;2;0;2;43;7;2,96;1;68,67;0;0;8,19;0
31,71;2;0;0;45;2;8,84;0;66,72;0;0;4,13;0
29,86;2;0;4;25;2;54,11;1;87,18;0;0;2,57;1
187,77;2;0;3;40;10;0,95;0;62,69;0;0;5,99;0
108,76;1;0;4;27;6;27,6;0;97,08;0;0;8,83;0
175,46;1;1;4;53;3;14,32;1;75,31;0;0;6,78;0
163,35;2;1;2;35;7;8,29;0;87,16;0;1;5,88;0
219,58;2;0;4;49;3;12,52;0;61,08;0;0;4,95;0
151,53;1;0;3;24;2;23,6;1;75,31;0;0;1,93;0
121,87;3;0;2;51;4;68,23;0;85,3;0;0;6,9;0
136,54;3;0;1;45;6;44,64;2;100,0;0;1;4,14;0
97,29;2;0;1;33;5;17,32;0;81,42;0;0;5,8;0
91,21;1;0;3;18;0;62,65;0;75,31;0;0;5,96;0
113,21;3;0;3;18;8;24,19;1;62,63;0;0;4,99;0
67,27;2;0;3;58;1;0,77;0;63,04;1;0;4,71;0
126,53;2;1;3;35;7;19,47;0;53,47;0;0;6,16;1
54,93;1;0;5;20;0;18,24;0;78,9;0;0;3,76;0
124,05;3;0;3;43;1;17,32;0;37,93;0;0;5,75;0
72,78;2;0;2;51;13;50,63;0;72,66;0;0;7,36;0
99,48;1;0;3;52;11;17,32;1;93,63;0;0;2,7;0
87,05;2;1;4;23;1;40,67;0;87,86;0;0;3,51;0
28,31;3;0;4;35;0;0,99;1;74,44;1;0;4,85;0
116,69;3;0;3;34;7;0,44;0;85,25;0;0;6,13;0
99,48;1;0;2;18;1;3,73;2;75,51;0;0;4,99;0
19,11;3;0;1;25;7;18,98;0;100,0;1;1;4,99;0
103,01;2;0;1;20;7;12,67;0;91,3;1;0;7,54;0
24,17;3;0;1;40;2;17,32;0;87,59;0;1;4,99;0
189,76;3;0;3;26;5;68,23;0;100,0;0;0;3,43;0
69,29;1;1;3;18;6;1,37;0;79,41;1;1;6,14;1
66,49;3;1;4;20;5;41,98;2;90,46;0;0;1,98;0
99,48;2;0;3;43;11;15,58;1;73,12;0;1;6,19;1
88,43;2;1;3;24;5;30,62;0;63,14;0;0;5,54;0
58,04;2;1;4;62;3;68,23;0;74,91;0;0;5,98;0
123,73;2;0;1;18;6;14,89;0;43,27;0;0;4,92;1
84,52;3;0;5;54;2;39,88;2;88,6;0;1;4,19;0
64,71;2;0;4;46;0;20,45;1;91,85;0;0;7,29;0
92,65;2;0;1;39;12;0,13;1;57,32;1;0;4,36;0
62,75;2;0;4;20;13;24,13;0;89,35;0;0;4,78;0
99,48;2;0;5;18;13;39,02;0;80,19;0;1;6,57;0
143,62;3;0;2;28;11;8,43;0;75,31;0;1;5,11;0
75,42;2;0;1;35;0;0,65;0;58,31;0;1;4,99;0
114,36;2;0;2;37;0;52,17;2;59,84;1;0;4,88;0
81,74;3;0;1;36;2;40,17;1;100,0;0;0;7,29;0
73,77;3;0;1;31;3;49,73;1;87,65;0;0;4,58;0
13,49;2;0;4;30;6;11,49;0;55,65;0;0;7,09;0
89,21;3;0;0;22;0;40,08;2;64,29;0;1;6,6;1
78,81;3;0;4;44;2;17,32;1;81,86;0;1;6,48;1
86,0;2;0;2;35;8;7,61;2;78,99;0;1;2,64;0
99,48;3;0;4;18;1;39,3;1;74,06;0;0;6,46;0
122,74;3;1;3;51;8;10,38;0;95,28;1;0;4,75;0
115,39;3;0;1;33;0;19,39;1;100,0;0;0;2,3;0
56,04;3;0;2;18;1;23,58;0;91,61;0;1;6,69;0
132,51;3;0;4;40;1;24,42;0;51,39;0;0;2,67;0
38,71;3;0;2;35;1;17,32;0;91,04;0;0;2,74;0
58,72;3;0;1;38;6;7,36;2;75,49;0;0;6,0;0
116,9;1;0;2;21;1;17,32;2;37,68;0;1;1,78;0
1,0;2;0;3;28;2;3,03;2;64,92;0;0;3,17;0
79,18;3;0;3;36;6;17,32;0;59,7;1;0;3,82;0
173,11;2;0;8;41;4;23,4;0;87,8;0;0;2,93;0
75,64;2;0;5;21;3;48,5;0;81,26;0;1;1,79;0
110,02;3;0;5;62;2;6,59;0;87,22;0;0;3,86;0
101,64;3;0;3;19;13;1,83;2;41,48;0;0;3,34;0
43,49;2;0;2;32;3;68,23;1;77,53;1;0;4,15;0
115,08;2;0;3;44;0;19,03;1;75,31;0;0;7,48;0
69,6;3;0;6;29;2;1,42;2;67,86;0;0;6,74;0
124,57;2;1;4;35;13;17,32;0;57,6;0;0;6,7;0
109,75;1;0;4;26;7;65,43;0;55,87;0;0;5,83;0
182,77;3;0;0;18;0;4,67;0;76,2;0;0;5,53;0
103,61;3;0;3;40;1;13,38;0;94,21;0;0;7,33;0
64,04;3;0;5;54;13;36,55;0;88,95;0;0;5,96;0
20,03;3;0;2;40;10;21,24;1;92,94;0;0;4,86;0
3,62;2;0;4;54;3;17,32;1;46,6;0;0;1,89;0
21,61;1;0;2;31;0;1,53;1;74,71;0;0;6,43;0
80,81;2;1;2;32;2;7,59;1;42,93;0;0;4,99;0
16,28;2;0;0;50;13;32,03;0;89,3;0;0;5,27;0
32,2;2;0;10;62;0;5,07;0;43,9;0;0;3,27;0
117,86;2;0;4;34;4;41,7;0;83,22;0;0;3,24;0
76,84;3;0;2;35;0;17,32;2;70,85;0;0;3,67;0
99,48;1;0;3;34;9;16,54;0;37,74;0;0;0,58;0
73,23;3;0;1;35;1;7,09;0;45,02;0;1;6,09;0
121,03;1;0;1;51;3;68,23;0;50,12;0;0;9,64;1
61,05;3;0;2;18;7;68,23;0;61,34;0;0;6,16;0
30,21;1;1;0;38;2;16,46;0;77,8;0;0;7,68;0
152,89;2;0;3;52;8;28,41;2;78,61;0;0;7,82;1
118,86;3;0;9;31;4;42,87;1;54,7;0;1;2,59;0
68,5;1;0;2;42;4;38,2;2;67,47;0;0;6,63;0
105,83;2;0;4;34;4;19,88;1;58,74;0;0;4,99;0
75,17;3;0;3;25;6;16,38;1;100,0;0;0;4,63;0
53,77;2;1;2;43;2;26,53;0;88,65;0;1;2,67;0
85,41;3;0;3;25;0;18,56;0;55,44;0;1;4,51;0
217,18;2;0;5;40;3;62,63;0;93,27;0;0;7,0;0
141,68;3;0;3;38;1;3,76;1;92,54;1;1;5,7;0
168,13;3;0;3;35;6;2,41;0;70,46;0;1;7,26;0
36,53;2;0;2;48;3;19,45;2;90,79;1;0;2,13;0
171,22;1;0;5;28;4;26,67;0;89,53;0;0;5,95;0
11,48;3;0;4;18;4;15,11;0;87,2;0;0;7,51;1
100,9;2;0;3;39;0;6,99;2;55,7;1;0;4,99;0
99,74;3;0;9;33;8;5,92;1;47,12;0;0;3,19;0
99,48;2;0;1;50;13;17,32;1;61,05;0;1;4,94;0
48,8;1;0;2;32;0;19,58;0;92,01;0;0;4,99;0
105,32;2;0;1;32;2;12,2;0;82,42;0;0;4,99;0
109,49;2;0;2;42;1;6,26;0;67,03;0;0;9,29;0
103,47;2;0;1;18;0;44,37;2;83,65;0;1;1,52;0
140,48;3;0;2;48;4;1,51;0;84,37;0;1;5,84;0
75,81;3;0;3;26;3;51,23;0;56,88;0;0;4,99;0
78,37;2;0;3;46;1;23,54;2;92,88;0;0;7,17;0
82,74;2;0;3;35;13;18,47;1;69,59;0;1;4,71;0
134,01;2;0;1;25;0;33,59;0;49,75;0;0;4,99;0
66,85;2;0;4;56;3;10,35;0;82,06;0;0;9,31;0
58,29;2;0;1;35;0;23,45;1;68,86;0;1;6,3;0
76,29;3;1;2;52;4;6,16;0;40,34;0;0;6,0;0
42,92;3;0;1;38;5;0,1;0;64,79;0;0;4,99;0
82,63;2;0;4;37;4;8,33;2;65,17;0;0;5,79;0
104,35;3;0;4;43;2;51,07;0;83,34;0;0;4,9;0
99,48;3;0;0;36;2;56,69;1;67,42;0;0;7,16;0
99,48;1;0;8;27;4;5,8;1;100,0;0;0;4,99;0
87,36;2;0;6;65;3;53,45;0;94,59;0;0;4,99;0
181,62;3;0;1;18;2;25,74;1;100,0;0;0;8,38;0
2,63;2;0;1;20;1;47,28;1;78,3;0;0;4,99;0
85,12;3;0;2;27;13;10,73;2;85,31;0;1;3,4;1
77,05;3;0;2;46;5;29,92;0;70,14;0;0;6,34;0
91,86;3;0;4;59;13;8,35;0;43,96;1;1;4,04;0
109,06;2;0;5;38;1;68,23;1;65,81;0;0;1,43;1
107,15;3;0;4;35;2;17,83;1;75,31;0;0;5,25;0
113,92;3;0;2;46;1;33,03;2;85,14;0;0;9,59;0
70,39;3;1;7;53;3;13,82;0;90,19;0;1;7,41;0
100,7;1;0;5;39;6;64,61;2;37,86;0;0;6,82;0
93,57;3;1;1;41;13;12,35;0;78,98;0;0;5,82;0
89,72;2;0;6;21;4;2,67;0;69,69;0;1;5,48;0
152,69;2;0;2;35;0;12,26;0;94,05;0;0;6,71;0
71,44;3;0;1;42;2;24,29;1;100,0;0;0;4,13;1
64,17;2;0;7;36;2;25,78;0;75,31;0;0;3,1;0
87,83;1;0;1;18;1;17,32;0;65,68;0;0;4,15;1
72,52;2;0;2;19;0;10,12;2;79,44;0;0;3,94;0
104,12;2;0;5;33;1;28,44;0;36,17;1;0;0,96;0
99,48;2;0;3;35;5;48,55;1;87,26;0;0;2,52;0
108,03;2;0;3;51;0;28,31;2;75,22;0;0;4,99;0
138,54;3;0;1;46;0;36,23;1;95,16;0;0;5,03;0
145,95;1;0;2;30;11;8,43;1;100,0;0;0;3,88;0
87,57;2;0;2;35;5;58,51;2;92,28;0;1;0,38;0
108,98;2;0;5;56;7;17,32;2;82,53;0;0;4,23;0
55,47;2;0;3;35;0;13,02;0;86,64;0;0;4,07;0
99,48;3;0;5;28;13;21,51;0;67,33;0;0;3,4;0
137,9;1;0;3;40;3;18,91;1;100,0;0;0;7,62;0
99,48;3;0;1;35;0;68,23;0;53,8;0;0;5,19;0
132,27;1;0;4;33;5;15,64;2;36,13;0;0;5,4;0
124,46;3;0;2;32;9;5,06;1;84,21;0;1;1,94;0
62,21;3;0;2;31;13;14,86;0;88,22;0;1;8,38;0
2,92;2;0;3;27;1;19,23;0;75,31;0;0;3,38;0
164,05;3;0;2;31;0;2,9;1;80,26;0;0;4,99;0
1,0;2;0;2;53;3;13,51;1;97,71;1;1;9,13;0
88,68;3;0;1;35;5;42,32;0;59,32;0;1;4,99;0
111,71;1;0;2;47;1;47,84;1;87,49;0;0;6,36;0
116,14;2;0;4;18;9;21,96;1;94,03;0;0;7,69;0
140,68;2;0;1;61;1;2,54;1;62,73;0;0;3,79;0
131,48;3;0;0;35;0;15,17;0;46,71;1;1;2,81;0
145,68;3;1;0;60;0;31,43;0;44,84;0;0;5,82;0
67,65;3;0;7;29;0;12,85;0;75,85;0;0;4,11;0
1,0;2;0;2;38;1;42,39;0;100,0;0;0;6,32;0
96,87;2;0;2;40;1;9,73;1;68,2;1;1;4,99;0
90,23;1;0;1;43;7;17,32;0;71,85;0;1;4,76;0
47,47;2;0;5;26;5;16,49;1;100,0;0;0;4,99;0
106,1;2;0;6;18;0;56,74;1;100,0;0;0;4,23;0
154,39;3;0;2;35;3;58,05;0;80,26;0;0;5,02;0
105,04;2;0;2;35;3;38,19;1;49,09;0;0;4,27;0
115,93;3;0;1;58;3;7,68;0;65,57;0;1;7,48;0
119,79;2;0;4;56;5;13,55;1;94,86;0;0;6,35;0
59,53;2;1;3;43;3;0,99;1;87,27;0;0;7,02;1
59,71;3;0;1;43;3;0,9;0;75,31;1;1;9,2;0
34,86;2;0;2;19;1;0,98;2;61,59;0;0;4,34;1
159,29;3;0;4;32;4;7,98;1;97,17;0;0;9,43;0
61,88;3;0;3;35;8;15,25;0;52,73;0;0;5,63;0
20,72;2;0;3;18;7;4,1;0;84,94;0;1;6,93;0
74,71;3;0;1;22;4;32,08;1;69,37;0;1;3,06;0
76,73;1;0;4;47;8;7,31;0;89,49;0;1;4,99;0
41,03;2;0;4;32;5;14,78;1;97,07;0;0;4,99;0
111,64;2;0;2;24;12;3,9;0;65,02;0;0;4,99;0
84,25;2;0;0;24;3;36,76;2;60,63;0;1;5,81;1
165,3;1;0;5;24;5;26,26;0;91,6;0;0;2,36;0
137,46;2;0;4;29;2;38,35;1;100,0;0;0;2,84;0
73,35;2;1;4;46;0;0,11;2;94,13;0;0;5,95;0
57,16;3;0;2;22;0;4,33;0;70,55;0;0;2,7;0
103,67;2;0;2;35;8;46,55;0;54,19;1;0;5,17;0
99,48;2;0;4;32;2;40,12;0;59,83;0;1;4,99;0
102,28;2;0;0;44;3;9,5;1;64,78;0;0;6,18;0
115,81;3;0;3;21;1;23,89;1;29,81;0;0;7,82;0
30,57;3;0;5;39;10;15,8;1;70,57;0;0;2,32;0
116,56;1;0;1;28;0;12,78;1;68,11;0;1;6,97;0
104,35;1;0;2;49;5;19,34;1;42,4;0;0;4,8;0
98,02;3;0;7;33;0;12,2;2;76,36;0;0;7,39;0
127,57;1;0;1;33;13;0,15;2;78,81;0;0;8,34;0
90,54;2;0;4;38;4;68,23;2;65,75;0;0;3,91;0
98,01;2;1;5;30;3;22,05;0;49,14;0;0;4,99;0
154,04;2;0;2;57;1;17,32;0;82,66;0;0;3,95;0
1,23;2;1;3;35;13;50,45;1;75,31;0;1;4,99;0
99,48;1;0;4;51;4;13,53;1;75,31;0;1;6,28;0
166,43;3;1;3;32;3;17,32;0;100,0;0;1;6,94;0
35,34;3;0;2;46;0;7,63;0;100,0;0;0;1,94;0
29,91;3;0;3;34;1;8,25;2;93,09;0;0;4,26;0
96,69;2;0;2;18;13;34,65;0;67,66;0;0;7,17;0
99,3;3;0;3;36;3;24,66;2;81,37;0;0;4,25;0
75,79;2;1;2;34;1;21,17;0;74,58;0;1;4,24;0
24,5;1;0;2;29;3;6,89;0;93,35;0;0;4,37;0
55,74;3;0;2;38;7;7,09;0;92,4;0;0;2,36;0
2,52;2;0;1;31;0;17,32;1;100,0;0;0;3,11;0
140,16;2;0;3;18;2;11,73;0;75,31;0;0;6,02;0
84,61;2;0;5;35;2;9,72;1;91,53;1;0;4,99;0
84,01;1;0;2;43;3;30,1;1;57,45;0;1;4,07;0
67,69;2;0;2;47;8;17,32;1;84,37;0;0;2,14;0
144,38;3;0;1;48;0;68,23;0;85,53;0;1;5,97;0
119,56;2;0;0;50;10;64,02;0;77,95;0;1;4,97;0
121,08;2;1;4;56;0;43,41;0;40,15;0;0;7,34;0
99,48;2;0;2;35;6;0,84;1;33,58;0;0;2,23;0
140,66;2;0;5;35;2;30,75;2;75,31;0;0;5,25;0
219,58;2;0;1;35;3;17,32;0;100,0;0;1;4,99;0
169,66;2;0;3;58;0;59,23;1;70,35;0;0;4,33;0
68,63;2;0;4;28;7;50,66;0;89,75;1;0;4,99;0
50,57;2;0;4;40;3;26,55;0;56,37;0;0;6,13;0
120,87;2;0;1;18;5;36,52;1;79,91;0;0;5,25;0
78,31;2;0;5;47;7;8,25;2;71,06;0;0;6,35;0
1,0;2;0;3;35;5;52,22;0;90,61;0;0;4,99;0
86,26;3;0;3;45;3;24,28;0;81,13;0;0;4,99;0
67,16;3;0;3;42;9;11,09;2;75,64;0;0;4,82;0
199,36;2;0;2;33;6;3,62;0;67,97;0;0;5,26;0
1,0;3;0;2;52;1;15,41;1;75,31;1;1;4,99;0
119,06;3;0;6;35;4;40,48;0;83,44;0;0;5,6;0
25,8;2;0;2;40;4;55,77;1;100,0;0;0;4,22;0
53,8;3;0;2;35;0;17,88;1;89,84;0;0;2,96;0
41,42;2;0;5;45;1;7,24;2;66,43;0;0;2,88;0
72,48;2;0;1;35;3;12,95;0;81,86;0;0;3,97;0
57,47;1;0;5;44;3;1,47;1;75,31;0;0;6,65;1
103,47;2;0;5;33;3;58,4;1;75,31;0;0;6,13;0
167,77;2;0;2;39;13;68,23;2;100,0;0;0;5,24;0
97,69;3;0;6;36;6;2,26;1;99,17;0;0;0,91;0
96,71;2;0;5;48;0;17,32;1;64,59;0;1;3,55;0
146,39;2;0;3;50;9;17,32;0;52,86;1;1;3,73;0
108,0;3;0;1;33;13;17,48;0;87,71;0;0;2,66;0
104,14;3;0;0;35;6;17,32;0;96,45;1;0;4,81;0
171,03;3;0;7;47;5;68,23;1;94,79;0;0;4,99;0
71,68;2;0;3;34;1;13,51;0;75,31;0;0;5,82;0
74,17;2;0;4;53;2;17,32;1;75,31;0;0;4,2;0
84,83;3;0;5;56;2;8,15;0;81,29;0;1;4,25;0
146,41;3;0;5;32;1;17,69;2;83,44;0;0;3,56;0
118,23;3;1;1;66;2;5,85;0;98,64;0;0;3,29;0
59,09;2;0;3;35;11;9,25;1;45,09;0;0;4,99;0
